data_source,split,survey_type,item_id,worker_id,prolific_id,age,ethnicity,gender,race,item_story,item_question,item_answers,understandability,coherent_q_a,unambiguous,average_rating
dodell,1,expert,dodell_00,11,07e86885-fb8f-4e27-9c30-a830116920a0,25,non_hispanic,male,white,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",5,3,4,4.0
dodell,1,expert,dodell_00,45,3543ff78-e117-4d8c-857d-d8c01fb2d5c1,32,non_hispanic,prefer not to say,white,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",5,5,5,5.0
dodell,1,expert,dodell_00,10,62218e8d-8245-4bd5-8a5d-842e70f91c4e,24,hispanic,male,other,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",4,3,4,3.6666666666666665
dodell,1,expert,dodell_00,141,625fc0bd-cfe8-4795-ad89-68d62d23db1b,34,hispanic,male,multiracial,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",5,3,4,4.0
dodell,1,expert,dodell_00,138,77b9dd9e-985c-4983-9402-0c70513f8447,23,non_hispanic,male,asian,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",5,5,5,5.0
dodell,1,expert,dodell_00,125,7d1a2c67-f78b-401a-b8a1-92674eb35d0d,33,non_hispanic,male,black,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",4,2,2,2.6666666666666665
dodell,1,expert,dodell_00,139,7f5e1914-6e47-475e-bb88-11602fc9ef4c,32,non_hispanic,female,white,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",5,4,3,4.0
dodell,1,expert,dodell_00,143,80623f25-e08f-4941-ac04-9458f87c8d88,36,non_hispanic,male,white,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",4,4,4,4.0
dodell,1,expert,dodell_00,98,8381f86a-8d5c-43a8-8e32-e101e2e444fa,38,non_hispanic,female,white,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",5,4,4,4.333333333333333
dodell,1,expert,dodell_00,88,857f9d08-b68a-4a45-9604-12d579411f69,46,non_hispanic,female,white,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",4,4,4,4.0
